HGNC_Approved_Symbol	HGNC_ID	pLI	LOEUF_gnomAD_v2.1.1	pHaplo	HIscore	Enhancer_Gnocchi	Mean_AlphaMissense_pathogenicity	Genovo_LOEUF_corrected	Curated_by_ClinGenSVI_group	Curated_from_G2P
SLC6A5	HGNC:11051	8.977e-15	0.967	0.553956782127463	NA	4.09817679	0.547910232	0.898205367	True	True
DLGAP4	HGNC:24476	0.99248	0.287	0.625675256607875	NA	4.915593557	0.400961571	0.137950702	False	False
SQLE	HGNC:11279	0.97594	0.314	0.95107633717384	NA	3.4929687730000003	0.320514272	0.216430715	False	False
FGF10	HGNC:3666	0.93779	0.339	0.913591128457933	3.0	1.089512214	0.504605818	0.104507042	True	True
MDM2	HGNC:6973	0.99981	0.164	0.960508247405816	NA	2.102898191	0.34486023	0.10441742	False	False
RTN4IP1	HGNC:18647	3.1428e-06	0.937	0.162075726278215	NA	2.277749277	0.428658535	1.094452738	True	True
CACNA1G	HGNC:1394	1.0	0.211	0.994421189992191	NA	2.472572383	0.527088678	0.219089468	False	False
ACADM	HGNC:89	2.0548e-12	1.153	0.508528137281583	30.0	-1.552709485	0.527609579	1.426915159	True	True
SCO1	HGNC:10603	0.00022337	0.991	0.757998556544249	NA	NA	0.375650557	0.909589685	False	True
METTL5	HGNC:25006	5.1688e-05	1.262	0.174066343432205	NA	2.253379088	0.498313824	0.802677045	False	True
ACER3	HGNC:16066	0.87464	0.388	0.328910748722126	NA	4.441324381	0.585757336	0.301030227	False	True
SCFD1	HGNC:20726	0.99962	0.236	0.700248139910381	NA	1.285160133	0.58084923	0.161183125	False	False
POMT2	HGNC:19743	9.4315e-12	0.795	0.521219211137788	30.0	1.917662523	0.455556604	0.890953486	True	True
ZNF521	HGNC:24605	1.0	0.098	0.996489998499512	NA	2.294336902	0.562873095	0.054418349	False	False
PSMB1	HGNC:9537	0.96996	0.276	0.997877936261069	NA	2.033990677	0.574862054	0.075145981	False	False
ACVR1B	HGNC:172	0.99969	0.172	0.698846540976679	NA	3.2495579610000003	0.594679069	0.067497603	False	False
TNRC6C	HGNC:29318	1.0	0.127	0.986172598832539	NA	3.3578991680000003	0.329999826	NA	False	False
TMEM240	HGNC:25186	0.22904	0.87	0.149559006705549	NA	5.401828592	0.598652153	0.538434349	False	True
TBX20	HGNC:11598	0.97302	0.315	0.854458982677367	2.0	2.863868736	0.560965707	0.175070754	False	True
KIAA0232	HGNC:28992	0.99999	0.195	0.970653710217188	NA	1.7905670930000002	0.320518979	0.150349796	False	False
PRKG1	HGNC:9414	0.99938	0.235	0.955585661761407	NA	1.861341834	0.644935906	0.125893258	False	False
AGAP3	HGNC:16923	0.91091	0.335	0.931661356182311	NA	5.440094658	NA	0.315921649	False	False
LRRC7	HGNC:18531	1.0	0.157	0.94489278226551	NA	2.023677172	NA	NA	False	False
VHL	HGNC:12687	0.079515	0.927	0.59596852511969	3.0	2.1466132730000003	0.475975579	0.968058812	True	True
KCNH2	HGNC:6251	0.99593	0.274	0.979582424969327	3.0	4.913452199	0.539082592	0.317704971	True	False
LTBP3	HGNC:6716	0.68647	0.335	0.46277084664404	NA	1.810517443	0.472918232	0.488950223	False	True
MRE11	HGNC:7230	1.264e-12	0.839	0.725065914652994	NA	NA	0.417794216	0.839435061	True	True
MAGT1	HGNC:28880	0.96138	0.326	NA	3.0	NA	NA	NA	False	False
TECTA	HGNC:11720	2.9863e-16	0.58	0.675555046572684	30.0	2.773898269	0.513675287	0.656499803	True	False
LZTS3	HGNC:30139	0.99616	0.228	0.889460399253044	NA	3.152694228	0.40716382	0.295138284	False	False
YWHAB	HGNC:12849	0.98314	0.241	0.614398351198822	NA	2.614658361	0.660854567	0.13996797	False	False
HDAC9	HGNC:14065	0.99973	0.248	0.992390504405114	NA	0.04607569138	0.433030043	NA	False	False
DDX17	HGNC:2740	0.99999	0.126	0.99288653859838	NA	2.584543952	0.608806855	0.083970063	False	False
AAGAB	HGNC:25662	3.8664e-07	1.037	0.448200246543583	3.0	2.4179990730000003	0.385307549	1.417370076	False	False
NCOR2	HGNC:7673	1.0	0.169	0.942278571981381	NA	5.059771119	0.418126406	0.18175186	False	False
BRCA1	HGNC:1100	9.2157e-29	0.915	0.282374740223128	3.0	2.074271454	0.208833632	1.155342028	True	True
ZCCHC2	HGNC:22916	0.99376	0.285	0.9645592156731	NA	2.64401656	0.337466522	0.219924677	False	False
MMACHC	HGNC:24525	1.1402e-13	1.755	0.196306505816179	30.0	2.717576812	0.368586634	2.654746769	True	True
PEX11B	HGNC:8853	0.00013346	1.08	0.0940876830330048	30.0	3.801156064	0.496707881	1.139638878	False	True
TAF12	HGNC:11545	0.95008	0.317	0.584665618051937	NA	2.618922059	0.609593589	0.097197335	False	False
ARPC4	HGNC:707	0.97453	0.265	0.958238983589301	NA	NA	0.802427832	0.092358297	False	False
RAE1	HGNC:9828	0.99902	0.194	0.978657237185763	NA	4.396412612	0.641770506	0.141599815	False	False
FRAS1	HGNC:19185	3.0802e-45	0.658	0.106252909313048	NA	1.93520238	NA	0.532716539	True	True
EGLN1	HGNC:1232	0.97403	0.303	0.972087702211764	NA	3.221320946	0.571351528	0.210162793	False	False
SNRPA1	HGNC:11152	0.98984	0.217	0.995570383719979	NA	4.878401371	0.655631387	0.0	False	False
IGFBP5	HGNC:5474	0.96283	0.292	0.983518178192924	NA	4.390174463	0.513921343	0.0	False	False
LPL	HGNC:6677	1.2712e-09	1.095	0.680775188041145	NA	4.164376935	NA	NA	False	True
NDUFS1	HGNC:7707	6.626e-11	0.808	0.822015411463964	NA	-0.7010022187	0.521177899	0.887464998	True	True
KANSL3	HGNC:25473	0.99998	0.16	0.84920034162546	NA	4.747584214	NA	0.084282953	False	False
DCLRE1C	HGNC:17642	2.4874e-07	0.711	0.345414833705785	30.0	0.31208858	0.375289734	0.866736862	True	True
PAFAH1B1	HGNC:8574	0.99995	0.107	0.985456482618145	3.0	2.913694287	0.679688016	0.0	True	True
ANAPC2	HGNC:19989	0.99993	0.175	0.85326725847235	NA	3.286597195	0.440927244	0.113693369	False	False
NPR2	HGNC:7944	4.2042e-05	0.495	0.40655238349342	NA	3.254576146	0.578200746	0.342631109	False	True
SH2D1A	HGNC:10820	0.38935	0.959	NA	3.0	NA	0.519707379	NA	False	True
YTHDC1	HGNC:30626	1.0	0.094	0.943794981593375	1.0	0.3025264603	0.508087714	0.030024098	False	False
UBR5	HGNC:16806	1.0	0.073	0.997790284656946	NA	1.996979129	0.621314122	0.040825986	False	False
USP9X	HGNC:12632	1.0	0.051	NA	3.0	NA	0.590716778	NA	True	True
FOXC1	HGNC:3800	0.95337	0.311	0.996464707252778	3.0	5.5597989420000005	NA	NA	False	True
MYO9B	HGNC:7609	1.0	0.177	0.907548220014968	NA	2.975168903	0.422426424	NA	False	False
CFC1	HGNC:18292	0.10509	1.247	0.0590600688766333	0.0	NA	0.289064262	0.805792404	False	True
GPS1	HGNC:4549	0.99819	0.231	0.649933442105283	NA	5.3635728810000005	0.57193238	0.073456334	False	False
RBM4	HGNC:9901	0.99005	0.216	0.753067863982689	NA	3.546101155	0.539758435	0.439960542	False	False
PRICKLE1	HGNC:17019	0.99999	0.129	0.986296172200497	NA	5.003453333	0.433123044	0.117890666	False	False
LAMA1	HGNC:6481	3.2247999999999996e-32	0.621	0.433725303921143	30.0	3.87290981	0.329969746	0.641377422	True	True
TBX18	HGNC:11595	0.99905	0.193	0.881407136782093	NA	1.655594847	0.479177109	0.133847279	False	True
SERPINC1	HGNC:775	0.99892	0.151	0.824844274610951	NA	2.677393441	0.352816485	0.041605465	False	False
PC	HGNC:8636	0.013834	0.435	0.461010577621225	30.0	2.428694087	NA	0.356110161	False	True
FANCM	HGNC:23168	2.3536e-15	0.593	0.453886073831793	NA	0.7339442345	0.277931755	0.649469479	True	True
NBN	HGNC:7652	2.1838e-16	1.01	0.357499259996593	3.0	1.5687460169999998	0.26299383	1.213098937	True	True
ATP8B1	HGNC:3706	2.7666e-10	0.56	0.892177419896765	NA	4.8834382860000005	NA	NA	False	True
AK2	HGNC:362	6.2706e-05	1.223	0.385594919710292	NA	2.973042684	NA	NA	False	True
ASXL2	HGNC:23805	1.0	0.146	0.973339959480575	0.0	3.5742402610000004	0.323129997	0.112711727	False	True
LMNB2	HGNC:6638	0.99996	0.104	0.855193478318896	NA	4.408025213999999	0.362855166	0.0	False	False
CAPN15	HGNC:11182	0.96857	0.316	0.636343697220793	NA	4.329579228	0.486510371	0.256896298	False	False
RNF145	HGNC:20853	0.98031	0.309	0.944773216055274	NA	2.208757931	NA	0.167629557	False	False
JAKMIP2	HGNC:29067	1.0	0.176	0.915060494792151	NA	3.24925449	0.526349671	NA	False	False
PCNA	HGNC:8729	0.97606	0.261	0.974929695528902	NA	2.84165811	0.664314691	0.0	False	False
SMU1	HGNC:18247	0.99994	0.108	0.938012888322353	NA	3.227081941	0.743980489	0.0	False	False
TREX1	HGNC:12269	0.57528	0.694	0.553260919596735	NA	NA	NA	NA	False	True
STN1	HGNC:26200	2.295e-10	1.224	0.333180753934531	NA	NA	0.312854486	1.063933936	False	True
PSMA1	HGNC:9530	0.98251	0.284	0.993430685458285	NA	3.211731278	0.661554346	0.057372433	False	False
EFNB2	HGNC:3227	0.98845	0.222	0.998810916191997	NA	3.921676833	NA	NA	False	False
SLC2A1	HGNC:11005	0.9941	0.241	0.909854859896974	3.0	4.241362875	0.550724472	0.079999852	True	True
KCNJ13	HGNC:6259	0.013685	0.859	0.730357082611452	NA	2.0477588	0.449456446	0.351262886	False	True
WDR1	HGNC:12754	0.99892	0.22	0.981044053994536	NA	0.7681083271	0.534750169	0.05976357	False	False
EWSR1	HGNC:3508	0.99981	0.218	0.990893296645107	NA	-2.632248516	0.511391436	0.168259616	False	False
PITX3	HGNC:9006	0.81276	0.479	0.944616951101341	0.0	3.430017645	0.450395701	0.174998588	False	True
ACADSB	HGNC:91	2.6565e-11	1.172	0.934976102369848	30.0	3.104581839	0.32037952	1.129082067	True	False
MLH1	HGNC:7127	3.41e-05	0.575	0.816269835391813	3.0	2.255763483	0.44292342	0.370730697	True	True
TULP1	HGNC:12423	0.00056824	0.605	0.366749381681722	NA	2.378859525	0.379728721	0.604372296	False	True
NEU1	HGNC:7758	7.3441e-05	0.838	0.114973427218618	NA	3.376783703	0.38084973	0.886754864	False	True
CASQ2	HGNC:1513	1.3885e-12	1.375	0.499890896670046	30.0	0.920972149	0.402619587	1.051040932	True	True
FBXO3	HGNC:13582	0.98916	0.293	0.798295788542242	NA	2.392814414	0.55342313	0.139993522	False	False
PRRC2B	HGNC:28121	1.0	0.188	0.982648341106039	NA	0.9692288157	0.362214148	NA	False	False
TMEM260	HGNC:20185	4.729900000000001e-19	1.118	0.230831830212545	NA	3.006647437	0.373550232	1.372823606	False	True
YY1	HGNC:12856	0.9938	0.198	0.968868081515719	NA	2.840359075	0.616012916	0.06198173	False	False
VCP	HGNC:12666	0.99999	0.127	0.926572421297359	NA	3.075151688	0.757345338	0.038059545	False	False
LRP4	HGNC:6696	1.4386e-06	0.416	0.749780343940468	NA	3.855694963	0.534350933	0.321191769	False	True
SDHC	HGNC:10682	0.00020065	1.256	0.308627268587456	3.0	0.6974056359	0.419617097	0.91717674	False	True
ATXN7	HGNC:10560	0.9595	0.328	0.943296255848289	NA	1.420447719	0.31844845	NA	False	False
NTN1	HGNC:8029	0.99687	0.222	0.986007650321903	NA	4.44481802	0.601844886	0.119079213	False	False
FAF1	HGNC:3578	0.99895	0.251	0.947401234816316	NA	3.546568606	0.509334328	0.163475647	False	False
COLEC11	HGNC:17213	0.017539	0.816	0.93813653242274	30.0	6.192446626000001	0.447535	0.963207395	False	True
TYRP1	HGNC:12450	6.557000000000001e-25	1.889	0.160951535284116	30.0	2.459114361	0.391813094	2.344294684	False	True
ZNF618	HGNC:29416	0.99842	0.257	0.975412132362414	NA	3.930991645	0.511227921	0.226339287	False	False
KCNH3	HGNC:6252	0.99919	0.247	0.740514795851281	NA	3.719093344	0.475585116	0.249203929	False	False
MAPK8IP2	HGNC:6883	0.99997	0.1	0.984736723673335	NA	3.5710278310000003	0.458907656	0.092273133	False	False
PLXNA4	HGNC:9102	0.99999	0.229	0.993421924310631	NA	3.517500219	0.569419145	0.151425325	False	False
SARS2	HGNC:17697	0.99925	0.213	0.646963977068398	NA	1.429632196	0.538070766	1.023542303	False	False
PIAS4	HGNC:17002	0.99986	0.118	0.778563774507849	NA	NA	0.54836505	0.072718094	False	False
LRRN1	HGNC:20980	0.96996	0.32	0.605228672314211	NA	4.0005840930000005	0.456947238	0.290053458	False	False
CCDC115	HGNC:28178	1.2061e-07	1.78	0.0755265821718202	NA	2.190962629	0.306510752	1.736211603	False	True
MLLT6	HGNC:7138	0.99997	0.182	0.953778759991727	NA	3.3407429960000004	NA	NA	False	False
MAP3K1	HGNC:6848	0.99998	0.214	0.985780800809417	0.0	2.945974667	0.467675678	0.231672712	False	True
RABEP1	HGNC:17677	0.99851	0.266	0.978739698712633	NA	2.425371849	0.424354307	0.198555744	False	False
PLAGL2	HGNC:9047	0.98253	0.243	0.894921087443003	NA	1.773201527	0.443804307	0.164834583	False	False
PROP1	HGNC:9455	0.087746	0.898	0.48843131026878	30.0	-0.4293382382	0.274220171	0.979580494	False	True
EXPH5	HGNC:30578	4.1598e-26	0.943	0.737965187039652	30.0	1.866995807	0.197069663	0.992446549	False	True
HNRNPR	HGNC:5047	0.99935	0.21	0.991355269429036	NA	3.448604491	0.655358157	0.097211706	True	True
DGUOK	HGNC:2858	3.7122e-07	1.192	0.284913236097802	30.0	2.055068475	0.3623325	1.320115082	True	False
STX12	HGNC:11430	0.95624	0.338	0.81528767456136	NA	2.745807514	0.439171655	0.514291516	False	False
RBM15	HGNC:14959	0.99474	0.276	0.77025810214837	NA	2.8995200810000004	NA	0.276969326	False	False
OTC	HGNC:8512	0.87295	0.406	NA	3.0	NA	0.496298129	NA	False	True
FURIN	HGNC:8568	0.99994	0.191	0.916998168727888	NA	1.687026126	NA	0.120410977	False	False
CDAN1	HGNC:1713	1.1134e-12	0.675	0.167328742907358	30.0	NA	0.334336825	0.930203995	True	False
FBXL4	HGNC:13601	1.1384e-08	0.918	0.110140041038728	NA	1.6144366069999998	0.47500433	0.685039067	False	True
RGS9BP	HGNC:30304	0.0023224	1.756	0.374542902799117	NA	1.34855064	0.328118953	NA	False	True
ZRANB1	HGNC:18224	0.99885	0.246	0.980536380790872	NA	3.502345657	0.509437566	0.16606828	False	False
ATOH7	HGNC:13907	0.050896	1.661	0.200258417573474	NA	2.0877419930000003	0.419575056	NA	False	True
FANCG	HGNC:3588	2.4859e-14	1.091	0.208038378905645	30.0	1.294361366	0.260941263	1.221780182	True	True
PTK2B	HGNC:9612	0.93536	0.313	0.894254982550158	NA	2.204552098	0.49017212	0.2736933	False	False
U2AF2	HGNC:23156	0.9996	0.133	0.955063719098887	NA	NA	0.657347773	0.112605554	False	False
KRT2	HGNC:6439	0.0012882	0.67	0.294905679861927	NA	0.7433528184999999	0.420762423	0.620517735	False	True
DACH1	HGNC:2663	0.99954	0.135	0.948292125700025	NA	1.538377029	NA	NA	False	False
RNF38	HGNC:18052	0.99995	0.145	0.962461347072545	NA	1.5773456890000002	0.369606445	0.078171748	False	False
INF2	HGNC:23791	0.97346	0.307	0.695487586280775	NA	1.951590467	0.311263075	0.309076092	False	False
CPSF7	HGNC:30098	0.99873	0.199	0.842803024786067	NA	0.3141442721999999	0.488831956	0.036043409	False	False
TAF3	HGNC:17303	0.99997	0.138	0.982002663713952	NA	3.95375464	0.420383712	0.059027622	False	False
SPTY2D1	HGNC:26818	0.94476	0.337	0.862915976327372	NA	2.671997439	0.318931214	0.195990088	False	False
PATL1	HGNC:26721	0.964	0.316	0.890791655049499	NA	1.311531724	0.432349589	0.247602768	False	False
PLS3	HGNC:9091	0.98844	0.283	NA	NA	NA	0.591611979	NA	True	False
LTBP1	HGNC:6714	3.7191e-09	0.474	0.801978467698755	NA	1.862472976	0.449412956	0.355237539	False	True
TCOF1	HGNC:11654	0.9541	0.311	0.864718929087855	3.0	3.302463527	0.2229615	NA	True	True
NUCKS1	HGNC:29923	0.96937	0.312	0.966732084598931	NA	2.91078547	0.520410247	0.119163888	False	False
GABBR2	HGNC:4507	0.99999	0.167	0.969091087914583	NA	3.105018065	0.575345099	0.120263065	False	False
ELL2	HGNC:17064	0.99824	0.244	0.836079168994999	NA	2.165272881	0.382067113	0.116954748	False	False
MEGF8	HGNC:3233	1.9329e-05	0.366	0.806876676583922	NA	2.41978702	0.507071836	0.361897214	False	True
ITK	HGNC:6171	3.1402e-08	0.712	0.48329660490303	NA	2.66687086	0.511750281	0.568729422	False	True
ASAP2	HGNC:2721	0.99996	0.22	0.985001903170021	NA	3.48542119	0.54149143	0.178574379	False	False
USP48	HGNC:18533	1.0	0.161	0.978775364230088	NA	2.257896445	0.559836723	0.115114298	False	False
BBS9	HGNC:30000	4.2117e-17	0.842	0.474600875729212	NA	1.90543898	0.344814979	0.871991933	True	True
EPHB1	HGNC:3392	0.9985	0.257	0.914512399702987	NA	2.667702194	0.621284263	0.192890618	False	False
RAB28	HGNC:9768	0.02487	0.761	0.750326855456067	30.0	2.397468031	0.507635227	1.262056077	False	True
SLC7A9	HGNC:11067	9.0644e-10	1.121	0.145627132861121	30.0	2.402369087	0.490958882	1.489314674	True	False
NKX2-3	HGNC:7836	0.95047	0.316	0.939225313118991	NA	3.215481044	0.420043102	0.095681393	False	False
MECOM	HGNC:3498	1.0	0.136	0.997425504989029	NA	3.654580306	0.457456093	NA	False	False
LPIN2	HGNC:14450	5.026e-05	0.51	0.792581398724404	30.0	2.397220437	0.450975069	NA	True	False
JPH4	HGNC:20156	0.99948	0.137	0.647712205631345	NA	5.292060172	0.399562646	0.032831488	False	False
TACO1	HGNC:24316	0.0014606	1.088	0.304775104156458	NA	2.746601504	0.277151453	1.329866794	False	True
XPO1	HGNC:12825	1.0	0.051	0.997332558670811	NA	0.7305612033	0.647748952	0.0	False	False
SBF1	HGNC:10542	0.99933	0.265	0.942325819526185	NA	3.50658239	0.514786434	0.249607745	True	False
SLC8A2	HGNC:11069	0.99633	0.26	0.84232998467824	NA	4.032418125	0.596258546	0.159615224	False	False
SETD2	HGNC:18420	1.0	0.206	0.994271229214488	3.0	2.001825676	0.379711948	0.125466503	True	True
ZBTB20	HGNC:13503	0.97382	0.317	0.985293615437486	NA	1.767775003	0.495950333	NA	True	False
LIPN	HGNC:23452	3.1003e-05	0.94	0.313159749625371	NA	2.918079576	0.371761764	0.934473752	False	True
IPMK	HGNC:20739	0.96258	0.33	0.705206825035493	NA	0.9245959199	0.404663289	0.230820938	False	False
MAP4K5	HGNC:6867	0.99469	0.284	0.694050389453023	NA	1.6046173680000002	0.596021809	NA	False	False
USP12	HGNC:20485	0.97053	0.319	0.671670774611347	NA	3.813892247	0.64869737	0.219535136	False	False
OCRL	HGNC:8108	0.99999	0.155	NA	3.0	NA	0.470923729	NA	True	True
KCNQ5	HGNC:6299	0.98011	0.306	0.836678977422549	NA	2.211588523	NA	0.202875398	False	True
PMM2	HGNC:9115	1.4072e-17	1.879	0.409026850153431	30.0	-0.6637305696	0.532836555	2.282425523	True	True
CACNA1B	HGNC:1389	0.99998	0.24	0.976391900235025	NA	4.984796374	0.556926643	0.193623095	False	True
EIF4B	HGNC:3285	0.99999	0.123	0.953621688758304	NA	1.194191281	0.582454982	0.105685107	False	False
FBXO21	HGNC:13592	0.97537	0.314	0.942540454471185	NA	2.303914341	0.513395303	NA	False	False
NEGR1	HGNC:17302	0.99173	0.253	0.558349431035534	NA	-0.1189269835	0.436138368	0.140482439	False	False
PLCE1	HGNC:17175	5.6754e-11	0.461	0.850278105620364	NA	3.930197582	0.38443819	0.443633608	False	True
CYB5R3	HGNC:2873	0.00019204	0.853	0.549882874418704	NA	1.981893474	0.46046573	0.813514032	False	True
WASF1	HGNC:12732	0.99757	0.215	0.821719522068156	NA	2.097263989	0.513439025	0.033004536	False	True
CACUL1	HGNC:23727	0.96315	0.33	0.912691363926661	NA	2.880937454	0.544331396	0.225934659	False	False
PIK3AP1	HGNC:30034	1.0	0.122	0.954679828486657	NA	3.123890498	0.394671897	0.039801664	False	False
ADD2	HGNC:244	0.9961	0.274	0.744200916398034	NA	3.632371394	0.388690136	0.238995955	False	False
CEP170	HGNC:28920	1.0	0.192	0.99134809409149	NA	3.466931574	0.437108567	0.151933574	False	False
NRXN3	HGNC:8010	1.0	0.112	0.966949728727014	NA	3.1705188260000003	NA	0.048244783	False	False
CEBPA	HGNC:1833	0.55365	1.177	0.699269787471778	0.0	1.879970329	0.507950596	NA	False	True
ARCN1	HGNC:649	0.99997	0.101	0.965259344340618	3.0	4.083990005	0.567068183	0.0	False	True
DLGAP1	HGNC:2905	0.99875	0.254	0.987553365222218	NA	3.520700919	0.462202178	0.106153681	False	False
PPP2R5E	HGNC:9313	0.99997	0.103	0.967825486583339	NA	2.034184856	0.66361205	0.027739138	False	False
GLA	HGNC:4296	0.99675	0.177	NA	3.0	NA	0.364300981	NA	True	True
ARMC8	HGNC:24999	0.99999	0.172	0.943027036023593	NA	0.4595753352	0.530545097	0.098489287	False	False
FGF14	HGNC:3671	0.90887	0.392	0.967030825613204	NA	3.527267167	0.584042485	0.337084427	True	True
TBX4	HGNC:11603	0.5048	0.445	0.912825081950617	3.0	9.275583169	0.470407907	NA	True	True
EIF4A2	HGNC:3284	0.99835	0.205	0.982859181267995	NA	2.63762866	0.721652147	0.219945076	False	False
LRRC56	HGNC:25430	7.6752e-10	1.245	0.479145871506258	NA	NA	0.224811143	1.627945888	False	True
GMEB2	HGNC:4371	0.99495	0.236	0.982141821597241	NA	4.89911971	0.407020146	0.039869442	False	False
EZH2	HGNC:3527	1.0	0.146	0.993231625013807	NA	2.24402338	0.650320996	0.034461159	False	False
SH3TC2	HGNC:29427	8.3409e-16	0.813	0.260720960827068	30.0	2.4210306530000003	0.278017475	0.774838956	True	False
FOXN1	HGNC:12765	0.94214	0.349	0.726240430123177	NA	3.4075239460000004	0.328446388	0.349477768	False	True
RAD23B	HGNC:9813	0.9963	0.227	0.980945910151676	NA	6.415764822000001	0.534975223	0.04217575	False	False
USP24	HGNC:12623	1.0	0.147	0.99584161601832	NA	2.329348762	0.549292403	0.105676621	False	False
MEF2A	HGNC:6993	0.98706	0.287	0.997727472101682	NA	3.869385219	NA	0.25156882	False	False
FGF3	HGNC:3681	9.3139e-05	1.782	0.624527588381487	30.0	3.2111962480000003	0.500486487	1.558511766	False	True
TUBGCP6	HGNC:18127	2.5559e-31	0.925	0.66260085884543	30.0	0.8380773793	0.367906768	1.320606449	False	True
RPL7A	HGNC:10364	0.99485	0.191	0.979026653576527	NA	NA	0.787225246	0.123170438	False	False
FBXW2	HGNC:13608	0.99877	0.153	0.976221138988946	NA	3.018875438	0.595709275	0.238174193	False	False
ATP13A3	HGNC:24113	0.99998	0.22	0.964925995518079	NA	3.536202342	0.442589633	NA	False	False
ALG8	HGNC:23161	1.1804e-08	0.83	0.109051218700447	NA	2.331689944	0.408301769	1.036944622	True	True
MCCC1	HGNC:6936	4.0152e-12	0.902	0.799902619331194	30.0	3.135983682	0.320873077	1.126885857	True	True
BBS2	HGNC:967	1.0328e-17	1.066	0.266851951541646	NA	1.940984733	0.392126437	1.017431324	True	True
KIAA1549	HGNC:22219	0.98607	0.295	0.908592194206685	NA	3.484768264	0.288486294	0.27420458	False	False
RBBP4	HGNC:9887	0.99565	0.253	0.981887902761185	NA	1.42185968	0.745611461	0.106995568	False	False
ATXN1	HGNC:10548	0.97498	0.316	0.990163398390347	NA	4.456271833	0.338666253	0.165569866	False	False
NKX3-2	HGNC:951	0.63821	0.631	0.927396773380318	30.0	2.16107437	0.397428174	0.543712505	False	True
PIAS1	HGNC:2752	0.99999	0.094	0.989868402643941	NA	5.834669702	0.504612484	0.049466636	False	False
CCND3	HGNC:1585	0.98347	0.24	0.736479747078332	NA	3.4844051780000003	0.520408761	0.197868678	False	False
RNPC3	HGNC:18666	0.00019596	0.743	0.347261334040355	NA	-0.3388182957	0.413882135	0.544033915	False	True
BLM	HGNC:1058	1.5376e-15	0.751	0.640085813435517	30.0	2.608642675	0.319973724	0.930243203	True	True
MCM3AP	HGNC:6946	5.24e-09	0.491	0.880855981084212	NA	1.063388305	0.30367598	0.662194042	True	False
C2CD2L	HGNC:29000	0.98718	0.297	0.886369162454747	NA	2.872680317	NA	NA	False	False
NPHS1	HGNC:7908	2.5376e-14	0.696	0.522973711251905	30.0	3.326433514	0.307382482	0.766379583	True	True
ZC3H7A	HGNC:30959	1.0	0.115	0.988898252489683	NA	3.804182594	0.394686507	0.109181239	False	False
BLOC1S3	HGNC:20914	0.004077	1.913	0.220017614351835	NA	4.243975253	0.321262799	2.009559878	False	True
HOXD13	HGNC:5136	0.0086055	0.952	0.924534756446085	3.0	0.6638075117	0.467045665	1.015052318	False	False
MPL	HGNC:7217	4.0719e-09	0.763	0.146528849081134	NA	4.072073732	0.293101887	0.959690481	True	False
RFX2	HGNC:9983	0.9997	0.213	0.857757588877742	NA	4.271277888	0.446669826	0.095957187	False	False
WIZ	HGNC:30917	0.99865	0.225	0.881352786344571	NA	0.5316370834	NA	NA	False	False
LRAT	HGNC:6685	0.028354	1.321	0.468254336055899	30.0	3.790798066	0.400431923	0.97797294	False	True
PSMA2	HGNC:9531	0.98234	0.284	0.943467229803238	NA	2.511947943	0.678253095	0.057308856	False	False
CCNJ	HGNC:23434	0.99796	0.165	0.834804043118686	NA	2.538239482	0.506567284	0.246461504	False	False
SCD	HGNC:10571	0.96968	0.312	0.885469691609724	NA	3.236750439	0.496042126	0.103445535	False	False
STAG1	HGNC:11354	1.0	0.119	0.996395771294817	NA	1.976867327	0.626343845	0.050926061	True	True
SLC25A42	HGNC:28380	0.48948	0.529	0.434290779178445	NA	4.098764658	0.539330564	0.734724397	False	True
BNC1	HGNC:1081	0.96479	0.326	0.985949437237566	NA	3.178662831	0.340825341	0.207062966	False	False
CNNM2	HGNC:103	0.99521	0.267	0.972639485875643	NA	0.8440131961	0.600736567	0.168934881	False	True
CREBRF	HGNC:24050	0.99997	0.1	0.989995323277466	NA	3.417442199	0.423136175	0.025106575	False	False
MAPKAPK5	HGNC:6889	0.35435	0.449	0.917150273165123	NA	3.030272907	0.540894633	0.330705233	False	True
RTN4RL1	HGNC:21329	0.96024	0.297	0.988807833850198	NA	4.891746576	0.451119833	0.063636999	False	False
SNX14	HGNC:14977	6.0711e-17	0.827	0.50187755736425	NA	0.6800503039	0.453114462	0.720037176	False	True
TMEM199	HGNC:18085	1.9938e-05	1.46	0.100608926954926	NA	3.628586541	0.334624371	1.214748242	False	True
SEMA4D	HGNC:10732	0.97472	0.314	0.852821752726983	NA	2.380035624	0.353471804	0.269993866	False	False
MTOR	HGNC:3942	1.0	0.185	0.991993663853304	NA	NA	0.611179304	0.131935134	False	False
NF2	HGNC:7773	1.0	0.086	0.982481242707614	3.0	3.137419496	0.61744017	0.047555261	True	True
PKHD1	HGNC:9016	1.1657e-47	0.681	0.280274978394622	NA	2.5595684640000003	0.258624334	0.723472072	True	True
PAX8	HGNC:8622	0.99869	0.2	0.943204709986855	1.0	2.239391809	0.462861741	0.183362673	False	True
NAP1L1	HGNC:7637	0.99941	0.184	0.977252725285896	NA	1.813908653	0.592882804	NA	False	False
TCTN2	HGNC:25774	1.8379e-14	0.99	0.30584610862138	30.0	2.930656634	0.260257805	1.029899774	True	True
HARS2	HGNC:4817	2.7868e-05	0.736	0.24913856210165	NA	2.299807052	NA	1.028499978	True	False
SEMA6D	HGNC:16770	0.93948	0.323	0.9204308894856	NA	1.05164054	0.466086245	0.214981375	False	False
